country,year,sex,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation,population,age,suicides_no
Brazil,2003,male,0.34,Brazil2003,,"5,58,31,99,20,832",3376,Millenials,17794355,5-14 years,60
Brazil,2003,female,0.26,Brazil2003,,"5,58,31,99,20,832",3376,Millenials,17147509,5-14 years,45
Brazil,2004,male,19.07,Brazil2004,,"6,69,31,66,54,017",3984,Silent,1415780,75+ years,270
Brazil,2004,male,11.59,Brazil2004,,"6,69,31,66,54,017",3984,Silent,8573117,55-74 years,994
Brazil,2004,male,10.26,Brazil2004,,"6,69,31,66,54,017",3984,Boomers,21738104,35-54 years,2230
Brazil,2004,male,9.79,Brazil2004,,"6,69,31,66,54,017",3984,Generation X,15070514,25-34 years,1475
Brazil,2004,male,7.06,Brazil2004,,"6,69,31,66,54,017",3984,Millenials,18054195,15-24 years,1275
Brazil,2004,female,2.63,Brazil2004,,"6,69,31,66,54,017",3984,Boomers,23041317,35-54 years,606
Brazil,2004,female,2.37,Brazil2004,,"6,69,31,66,54,017",3984,Silent,10012930,55-74 years,237
Brazil,2004,female,2.29,Brazil2004,,"6,69,31,66,54,017",3984,Silent,2230220,75+ years,51
Brazil,2004,female,2.28,Brazil2004,,"6,69,31,66,54,017",3984,Millenials,17657631,15-24 years,403
Brazil,2004,female,2.27,Brazil2004,,"6,69,31,66,54,017",3984,Generation X,15276057,25-34 years,347
Brazil,2004,female,0.34,Brazil2004,,"6,69,31,66,54,017",3984,Millenials,17135875,5-14 years,59
Brazil,2004,male,0.27,Brazil2004,,"6,69,31,66,54,017",3984,Millenials,17787328,5-14 years,48
Brazil,2005,male,19.95,Brazil2005,0.702,"8,91,63,01,75,813",5230,Silent,1488505,75+ years,297
Brazil,2005,male,13.19,Brazil2005,0.702,"8,91,63,01,75,813",5230,Silent,8908847,55-74 years,1175
Brazil,2005,male,11.2,Brazil2005,0.702,"8,91,63,01,75,813",5230,Boomers,22232378,35-54 years,2490
Brazil,2005,male,9.52,Brazil2005,0.702,"8,91,63,01,75,813",5230,Generation X,15374079,25-34 years,1464
Brazil,2005,male,6.9,Brazil2005,0.702,"8,91,63,01,75,813",5230,Millenials,18077858,15-24 years,1247
Brazil,2005,female,2.82,Brazil2005,0.702,"8,91,63,01,75,813",5230,Boomers,23583263,35-54 years,664
Brazil,2005,female,2.49,Brazil2005,0.702,"8,91,63,01,75,813",5230,Silent,10396739,55-74 years,259
Brazil,2005,female,2.37,Brazil2005,0.702,"8,91,63,01,75,813",5230,Generation X,15551589,25-34 years,369
Brazil,2005,female,2.29,Brazil2005,0.702,"8,91,63,01,75,813",5230,Millenials,17659079,15-24 years,405
Brazil,2005,female,2.26,Brazil2005,0.702,"8,91,63,01,75,813",5230,Silent,2343149,75+ years,53
Brazil,2005,female,0.32,Brazil2005,0.702,"8,91,63,01,75,813",5230,Millenials,17107519,5-14 years,54
Brazil,2005,male,0.29,Brazil2005,0.702,"8,91,63,01,75,813",5230,Millenials,17760955,5-14 years,52
Brazil,2006,male,17.45,Brazil2006,,"11,07,64,02,97,890",6403,Silent,1575798,75+ years,275
Brazil,2006,male,12.02,Brazil2006,,"11,07,64,02,97,890",6403,Silent,9247477,55-74 years,1112
Brazil,2006,male,11.17,Brazil2006,,"11,07,64,02,97,890",6403,Boomers,22709135,35-54 years,2536
Brazil,2006,male,9.78,Brazil2006,,"11,07,64,02,97,890",6403,Generation X,15717099,25-34 years,1537
Brazil,2006,male,7.16,Brazil2006,,"11,07,64,02,97,890",6403,Millenials,18063460,15-24 years,1293
Brazil,2006,female,2.94,Brazil2006,,"11,07,64,02,97,890",6403,Boomers,24105759,35-54 years,708
Brazil,2006,female,2.46,Brazil2006,,"11,07,64,02,97,890",6403,Silent,10786642,55-74 years,265
Brazil,2006,female,2.19,Brazil2006,,"11,07,64,02,97,890",6403,Millenials,17631557,15-24 years,387
Brazil,2006,female,2.1,Brazil2006,,"11,07,64,02,97,890",6403,Generation X,15862415,25-34 years,333
Brazil,2006,female,1.91,Brazil2006,,"11,07,64,02,97,890",6403,Silent,2466737,75+ years,47
Brazil,2006,male,0.36,Brazil2006,,"11,07,64,02,97,890",6403,Millenials,17731288,5-14 years,64
Brazil,2006,female,0.36,Brazil2006,,"11,07,64,02,97,890",6403,Millenials,17077355,5-14 years,61
Brazil,2007,male,18.44,Brazil2007,,"13,97,08,43,45,950",7970,Silent,1654216,75+ years,305
Brazil,2007,male,12.69,Brazil2007,,"13,97,08,43,45,950",7970,Silent,9611434,55-74 years,1220
Brazil,2007,male,10.87,Brazil2007,,"13,97,08,43,45,950",7970,Boomers,23156759,35-54 years,2516
Brazil,2007,male,10.01,Brazil2007,,"13,97,08,43,45,950",7970,Generation X,16075775,25-34 years,1609
Brazil,2007,male,7.04,Brazil2007,,"13,97,08,43,45,950",7970,Millenials,17991928,15-24 years,1267
Brazil,2007,female,2.94,Brazil2007,,"13,97,08,43,45,950",7970,Boomers,24591528,35-54 years,723
Brazil,2007,female,2.45,Brazil2007,,"13,97,08,43,45,950",7970,Silent,11208413,55-74 years,275
Brazil,2007,female,2.42,Brazil2007,,"13,97,08,43,45,950",7970,Generation X,16189977,25-34 years,392
Brazil,2007,female,2.16,Brazil2007,,"13,97,08,43,45,950",7970,Millenials,17547530,15-24 years,379
Brazil,2007,female,1.98,Brazil2007,,"13,97,08,43,45,950",7970,Silent,2581330,75+ years,51
Brazil,2007,male,0.38,Brazil2007,,"13,97,08,43,45,950",7970,Generation Z,17669069,5-14 years,67
Brazil,2007,female,0.3,Brazil2007,,"13,97,08,43,45,950",7970,Generation Z,17015233,5-14 years,51
Brazil,2008,male,18.4,Brazil2008,,"16,95,82,45,71,927",9555,Silent,1728094,75+ years,318
Brazil,2008,male,12.04,Brazil2008,,"16,95,82,45,71,927",9555,Silent,9996938,55-74 years,1204
Brazil,2008,male,11.06,Brazil2008,,"16,95,82,45,71,927",9555,Boomers,23591045,35-54 years,2608
Brazil,2008,male,10.38,Brazil2008,,"16,95,82,45,71,927",9555,Generation X,16430646,25-34 years,1706
Brazil,2008,male,7.69,Brazil2008,,"16,95,82,45,71,927",9555,Millenials,17889839,15-24 years,1375
Brazil,2008,female,2.97,Brazil2008,,"16,95,82,45,71,927",9555,Boomers,25056164,35-54 years,745
Brazil,2008,female,2.65,Brazil2008,,"16,95,82,45,71,927",9555,Silent,11656750,55-74 years,309
Brazil,2008,female,2.28,Brazil2008,,"16,95,82,45,71,927",9555,Millenials,17432076,15-24 years,398
Brazil,2008,female,2.21,Brazil2008,,"16,95,82,45,71,927",9555,Generation X,16515414,25-34 years,365
Brazil,2008,female,1.93,Brazil2008,,"16,95,82,45,71,927",9555,Silent,2693428,75+ years,52
Brazil,2008,male,0.31,Brazil2008,,"16,95,82,45,71,927",9555,Generation Z,17566837,5-14 years,55
Brazil,2008,female,0.29,Brazil2008,,"16,95,82,45,71,927",9555,Generation Z,16914401,5-14 years,49
Brazil,2009,male,16.36,Brazil2009,,"16,67,01,97,80,934",9283,Silent,1803127,75+ years,295
Brazil,2009,male,12.22,Brazil2009,,"16,67,01,97,80,934",9283,Silent,10398573,55-74 years,1271
Brazil,2009,male,11.39,Brazil2009,,"16,67,01,97,80,934",9283,Boomers,24035191,35-54 years,2737
Brazil,2009,male,10.97,Brazil2009,,"16,67,01,97,80,934",9283,Generation X,16753314,25-34 years,1838
Brazil,2009,male,7.14,Brazil2009,,"16,67,01,97,80,934",9283,Millenials,17794434,15-24 years,1270
Brazil,2009,female,3.01,Brazil2009,,"16,67,01,97,80,934",9283,Boomers,25523153,35-54 years,768
Brazil,2009,female,2.48,Brazil2009,,"16,67,01,97,80,934",9283,Silent,12124076,55-74 years,301
Brazil,2009,female,2.09,Brazil2009,,"16,67,01,97,80,934",9283,Generation X,16810330,25-34 years,351
Brazil,2009,female,2.06,Brazil2009,,"16,67,01,97,80,934",9283,Silent,2811556,75+ years,58
Brazil,2009,female,1.98,Brazil2009,,"16,67,01,97,80,934",9283,Millenials,17321655,15-24 years,343
Brazil,2009,male,0.36,Brazil2009,,"16,67,01,97,80,934",9283,Generation Z,17421892,5-14 years,62
Brazil,2009,female,0.31,Brazil2009,,"16,67,01,97,80,934",9283,Generation Z,16772250,5-14 years,52
Brazil,2010,male,19.02,Brazil2010,0.737,"22,08,87,16,46,203",12161,Silent,1882113,75+ years,358
Brazil,2010,male,11.43,Brazil2010,0.737,"22,08,87,16,46,203",12161,Silent,10813388,55-74 years,1236
Brazil,2010,male,10.76,Brazil2010,0.737,"22,08,87,16,46,203",12161,Generation X,17023785,25-34 years,1832
Brazil,2010,male,10.55,Brazil2010,0.737,"22,08,87,16,46,203",12161,Generation X,24501254,35-54 years,2586
Brazil,2010,male,7.27,Brazil2010,0.737,"22,08,87,16,46,203",12161,Millenials,17726866,15-24 years,1288
Brazil,2010,female,3.21,Brazil2010,0.737,"22,08,87,16,46,203",12161,Generation X,26004856,35-54 years,835
Brazil,2010,female,2.69,Brazil2010,0.737,"22,08,87,16,46,203",12161,Silent,12605588,55-74 years,339
Brazil,2010,female,2.69,Brazil2010,0.737,"22,08,87,16,46,203",12161,Silent,2940677,75+ years,79
Brazil,2010,female,2.37,Brazil2010,0.737,"22,08,87,16,46,203",12161,Generation X,17054489,25-34 years,404
Brazil,2010,female,2.13,Brazil2010,0.737,"22,08,87,16,46,203",12161,Millenials,17237481,15-24 years,368
Brazil,2010,male,0.32,Brazil2010,0.737,"22,08,87,16,46,203",12161,Generation Z,17242386,5-14 years,56
Brazil,2010,female,0.29,Brazil2010,0.737,"22,08,87,16,46,203",12161,Generation Z,16596829,5-14 years,48
Brazil,2011,male,17.58,Brazil2011,0.742,"26,16,20,15,78,192",14245,Silent,2002447,75+ years,352
Brazil,2011,male,11.8,Brazil2011,0.742,"26,16,20,15,78,192",14245,Boomers,11208705,55-74 years,1323
Brazil,2011,male,11.06,Brazil2011,0.742,"26,16,20,15,78,192",14245,Millenials,17249585,25-34 years,1907
Brazil,2011,male,11.03,Brazil2011,0.742,"26,16,20,15,78,192",14245,Generation X,24975171,35-54 years,2754
Brazil,2011,male,7.55,Brazil2011,0.742,"26,16,20,15,78,192",14245,Millenials,17674787,15-24 years,1335
Brazil,2011,female,3.04,Brazil2011,0.742,"26,16,20,15,78,192",14245,Generation X,26488792,35-54 years,805
Brazil,2011,female,2.69,Brazil2011,0.742,"26,16,20,15,78,192",14245,Boomers,13063915,55-74 years,352
Brazil,2011,female,2.4,Brazil2011,0.742,"26,16,20,15,78,192",14245,Millenials,17180849,15-24 years,413
Brazil,2011,female,2.32,Brazil2011,0.742,"26,16,20,15,78,192",14245,Millenials,17253232,25-34 years,400
Brazil,2011,female,2.28,Brazil2011,0.742,"26,16,20,15,78,192",14245,Silent,3110432,75+ years,71
Brazil,2011,male,0.37,Brazil2011,0.742,"26,16,20,15,78,192",14245,Generation Z,17044425,5-14 years,63
Brazil,2011,female,0.29,Brazil2011,0.742,"26,16,20,15,78,192",14245,Generation Z,16404101,5-14 years,47
Brazil,2012,male,17.71,Brazil2012,0.746,"24,65,18,86,74,415",13283,Silent,2123165,75+ years,376
Brazil,2012,male,12.55,Brazil2012,0.746,"24,65,18,86,74,415",13283,Boomers,11612925,55-74 years,1458
Brazil,2012,male,11.33,Brazil2012,0.746,"24,65,18,86,74,415",13283,Generation X,25463652,35-54 years,2885
Brazil,2012,male,11.08,Brazil2012,0.746,"24,65,18,86,74,415",13283,Millenials,17418954,25-34 years,1930
Brazil,2012,male,7.44,Brazil2012,0.746,"24,65,18,86,74,415",13283,Millenials,17644319,15-24 years,1313
Brazil,2012,female,3.25,Brazil2012,0.746,"24,65,18,86,74,415",13283,Generation X,26979566,35-54 years,877
Brazil,2012,female,3.09,Brazil2012,0.746,"24,65,18,86,74,415",13283,Boomers,13532752,55-74 years,418
Brazil,2012,female,2.62,Brazil2012,0.746,"24,65,18,86,74,415",13283,Millenials,17398447,25-34 years,455
Brazil,2012,female,2.43,Brazil2012,0.746,"24,65,18,86,74,415",13283,Silent,3285641,75+ years,80
Brazil,2012,female,2.23,Brazil2012,0.746,"24,65,18,86,74,415",13283,Millenials,17145894,15-24 years,383
Brazil,2012,male,0.47,Brazil2012,0.746,"24,65,18,86,74,415",13283,Generation Z,16810876,5-14 years,79
Brazil,2012,female,0.25,Brazil2012,0.746,"24,65,18,86,74,415",13283,Generation Z,16175024,5-14 years,41
Brazil,2013,male,16.51,Brazil2013,0.752,"24,72,80,69,19,902",13191,Silent,2240434,75+ years,370
Brazil,2013,male,12.25,Brazil2013,0.752,"24,72,80,69,19,902",13191,Boomers,12036068,55-74 years,1474
Brazil,2013,male,11.76,Brazil2013,0.752,"24,72,80,69,19,902",13191,Generation X,25965164,35-54 years,3053
Brazil,2013,male,11.43,Brazil2013,0.752,"24,72,80,69,19,902",13191,Millenials,17534209,25-34 years,2004
Brazil,2013,male,7.47,Brazil2013,0.752,"24,72,80,69,19,902",13191,Millenials,17627508,15-24 years,1317
Brazil,2013,female,3.26,Brazil2013,0.752,"24,72,80,69,19,902",13191,Generation X,27475364,35-54 years,897
Brazil,2013,female,3.09,Brazil2013,0.752,"24,72,80,69,19,902",13191,Boomers,14022927,55-74 years,433
Brazil,2013,female,2.54,Brazil2013,0.752,"24,72,80,69,19,902",13191,Silent,3462431,75+ years,88
Brazil,2013,female,2.25,Brazil2013,0.752,"24,72,80,69,19,902",13191,Millenials,17492228,25-34 years,393
Brazil,2013,female,2.11,Brazil2013,0.752,"24,72,80,69,19,902",13191,Millenials,17123318,15-24 years,362
Brazil,2013,male,0.43,Brazil2013,0.752,"24,72,80,69,19,902",13191,Generation Z,16555477,5-14 years,72
Brazil,2013,female,0.31,Brazil2013,0.752,"24,72,80,69,19,902",13191,Generation Z,15923724,5-14 years,50
Brazil,2014,male,16.6,Brazil2014,0.755,"24,55,99,36,25,159",12975,Silent,2349303,75+ years,390
Brazil,2014,male,12.28,Brazil2014,0.755,"24,55,99,36,25,159",12975,Boomers,12492114,55-74 years,1534
Brazil,2014,male,11.52,Brazil2014,0.755,"24,55,99,36,25,159",12975,Generation X,26475231,35-54 years,3050
Brazil,2014,male,11.26,Brazil2014,0.755,"24,55,99,36,25,159",12975,Millenials,17601477,25-34 years,1982
Brazil,2014,male,7.71,Brazil2014,0.755,"24,55,99,36,25,159",12975,Millenials,17606681,15-24 years,1358
Brazil,2014,female,3.11,Brazil2014,0.755,"24,55,99,36,25,159",12975,Generation X,27971096,35-54 years,871
Brazil,2014,female,2.67,Brazil2014,0.755,"24,55,99,36,25,159",12975,Boomers,14550395,55-74 years,389
Brazil,2014,female,2.61,Brazil2014,0.755,"24,55,99,36,25,159",12975,Millenials,17539955,25-34 years,457
Brazil,2014,female,2.28,Brazil2014,0.755,"24,55,99,36,25,159",12975,Silent,3634999,75+ years,83
Brazil,2014,female,2.17,Brazil2014,0.755,"24,55,99,36,25,159",12975,Millenials,17094729,15-24 years,371
Brazil,2014,male,0.52,Brazil2014,0.755,"24,55,99,36,25,159",12975,Generation Z,16299015,5-14 years,84
Brazil,2014,female,0.4,Brazil2014,0.755,"24,55,99,36,25,159",12975,Generation Z,15670559,5-14 years,62
Brazil,2015,male,19.19,Brazil2015,,"18,02,21,43,73,741",9431,Silent,2448560,75+ years,470
Brazil,2015,male,13.04,Brazil2015,,"18,02,21,43,73,741",9431,Boomers,12987357,55-74 years,1693
Brazil,2015,male,12,Brazil2015,,"18,02,21,43,73,741",9431,Generation X,26989063,35-54 years,3238
Brazil,2015,male,10.76,Brazil2015,,"18,02,21,43,73,741",9431,Millenials,17625976,25-34 years,1897
Brazil,2015,male,7.91,Brazil2015,,"18,02,21,43,73,741",9431,Millenials,17569045,15-24 years,1389
Brazil,2015,female,3.2,Brazil2015,,"18,02,21,43,73,741",9431,Generation X,28461855,35-54 years,910
Brazil,2015,female,3.17,Brazil2015,,"18,02,21,43,73,741",9431,Boomers,15122216,55-74 years,479
Brazil,2015,female,2.66,Brazil2015,,"18,02,21,43,73,741",9431,Millenials,17546090,25-34 years,466
Brazil,2015,female,2.34,Brazil2015,,"18,02,21,43,73,741",9431,Silent,3802086,75+ years,89
Brazil,2015,female,2.33,Brazil2015,,"18,02,21,43,73,741",9431,Millenials,17047218,15-24 years,397
Brazil,2015,male,0.49,Brazil2015,,"18,02,21,43,73,741",9431,Generation Z,16057040,5-14 years,79
Brazil,2015,female,0.36,Brazil2015,,"18,02,21,43,73,741",9431,Generation Z,15430579,5-14 years,56
Bulgaria,1985,male,131.17,Bulgaria1985,0.686,"17,15,54,21,053",2044,G.I. Generation,166200,75+ years,218
Bulgaria,1985,female,42.21,Bulgaria1985,0.686,"17,15,54,21,053",2044,G.I. Generation,222700,75+ years,94
Bulgaria,1985,male,39.13,Bulgaria1985,0.686,"17,15,54,21,053",2044,G.I. Generation,881600,55-74 years,345
Bulgaria,1985,male,22.83,Bulgaria1985,0.686,"17,15,54,21,053",2044,Silent,1217500,35-54 years,278
Bulgaria,1985,female,17.64,Bulgaria1985,0.686,"17,15,54,21,053",2044,G.I. Generation,952200,55-74 years,168
Bulgaria,1985,male,16.81,Bulgaria1985,0.686,"17,15,54,21,053",2044,Boomers,624800,25-34 years,105
Bulgaria,1985,male,12.76,Bulgaria1985,0.686,"17,15,54,21,053",2044,Generation X,603600,15-24 years,77
Bulgaria,1985,female,7.41,Bulgaria1985,0.686,"17,15,54,21,053",2044,Silent,1228400,35-54 years,91
Bulgaria,1985,female,5.81,Bulgaria1985,0.686,"17,15,54,21,053",2044,Boomers,619200,25-34 years,36
Bulgaria,1985,female,5.38,Bulgaria1985,0.686,"17,15,54,21,053",2044,Generation X,575700,15-24 years,31
Bulgaria,1985,male,1.65,Bulgaria1985,0.686,"17,15,54,21,053",2044,Generation X,667800,5-14 years,11
Bulgaria,1985,female,0.32,Bulgaria1985,0.686,"17,15,54,21,053",2044,Generation X,632800,5-14 years,2
Bulgaria,1986,male,103.8,Bulgaria1986,,"20,24,92,94,118",2413,G.I. Generation,165700,75+ years,172
Bulgaria,1986,female,43.03,Bulgaria1986,,"20,24,92,94,118",2413,G.I. Generation,223100,75+ years,96
Bulgaria,1986,male,35.63,Bulgaria1986,,"20,24,92,94,118",2413,G.I. Generation,881400,55-74 years,314
Bulgaria,1986,male,23.82,Bulgaria1986,,"20,24,92,94,118",2413,Silent,1217600,35-54 years,290
Bulgaria,1986,male,19.68,Bulgaria1986,,"20,24,92,94,118",2413,Boomers,624900,25-34 years,123
Bulgaria,1986,female,19.33,Bulgaria1986,,"20,24,92,94,118",2413,G.I. Generation,951900,55-74 years,184
Bulgaria,1986,male,10.6,Bulgaria1986,,"20,24,92,94,118",2413,Generation X,603700,15-24 years,64
Bulgaria,1986,female,7.49,Bulgaria1986,,"20,24,92,94,118",2413,Silent,1228100,35-54 years,92
Bulgaria,1986,female,6.6,Bulgaria1986,,"20,24,92,94,118",2413,Generation X,575900,15-24 years,38
Bulgaria,1986,female,3.23,Bulgaria1986,,"20,24,92,94,118",2413,Boomers,618800,25-34 years,20
Bulgaria,1986,male,1.8,Bulgaria1986,,"20,24,92,94,118",2413,Generation X,667500,5-14 years,12
Bulgaria,1986,female,0.47,Bulgaria1986,,"20,24,92,94,118",2413,Generation X,632900,5-14 years,3
Bulgaria,1987,male,131.87,Bulgaria1987,,"28,10,10,00,000",3355,G.I. Generation,172900,75+ years,228
Bulgaria,1987,female,42.29,Bulgaria1987,,"28,10,10,00,000",3355,G.I. Generation,238800,75+ years,101
Bulgaria,1987,male,40.73,Bulgaria1987,,"28,10,10,00,000",3355,G.I. Generation,849500,55-74 years,346
Bulgaria,1987,male,23.95,Bulgaria1987,,"28,10,10,00,000",3355,Silent,1181700,35-54 years,283
Bulgaria,1987,female,18.71,Bulgaria1987,,"28,10,10,00,000",3355,G.I. Generation,946200,55-74 years,177
Bulgaria,1987,male,17.34,Bulgaria1987,,"28,10,10,00,000",3355,Boomers,634200,25-34 years,110
Bulgaria,1987,male,13.07,Bulgaria1987,,"28,10,10,00,000",3355,Generation X,619800,15-24 years,81
Bulgaria,1987,female,6.76,Bulgaria1987,,"28,10,10,00,000",3355,Silent,1197400,35-54 years,81
Bulgaria,1987,female,5.88,Bulgaria1987,,"28,10,10,00,000",3355,Generation X,595300,15-24 years,35
Bulgaria,1987,female,4.48,Bulgaria1987,,"28,10,10,00,000",3355,Boomers,625200,25-34 years,28
Bulgaria,1987,male,2.23,Bulgaria1987,,"28,10,10,00,000",3355,Generation X,674100,5-14 years,15
Bulgaria,1987,female,1.09,Bulgaria1987,,"28,10,10,00,000",3355,Generation X,640300,5-14 years,7
Bulgaria,1988,male,118.12,Bulgaria1988,,"22,55,59,41,176",2688,G.I. Generation,172700,75+ years,204
Bulgaria,1988,female,42.32,Bulgaria1988,,"22,55,59,41,176",2688,G.I. Generation,241000,75+ years,102
Bulgaria,1988,male,40.11,Bulgaria1988,,"22,55,59,41,176",2688,G.I. Generation,860200,55-74 years,345
Bulgaria,1988,male,23.56,Bulgaria1988,,"22,55,59,41,176",2688,Silent,1180000,35-54 years,278
Bulgaria,1988,female,17.14,Bulgaria1988,,"22,55,59,41,176",2688,G.I. Generation,962400,55-74 years,165
Bulgaria,1988,male,15.73,Bulgaria1988,,"22,55,59,41,176",2688,Boomers,629400,25-34 years,99
Bulgaria,1988,male,12.5,Bulgaria1988,,"22,55,59,41,176",2688,Generation X,624000,15-24 years,78
Bulgaria,1988,female,6.6,Bulgaria1988,,"22,55,59,41,176",2688,Silent,1197300,35-54 years,79
Bulgaria,1988,female,6.29,Bulgaria1988,,"22,55,59,41,176",2688,Boomers,620000,25-34 years,39
Bulgaria,1988,female,6.19,Bulgaria1988,,"22,55,59,41,176",2688,Generation X,598100,15-24 years,37
Bulgaria,1988,male,3.14,Bulgaria1988,,"22,55,59,41,176",2688,Generation X,669200,5-14 years,21
Bulgaria,1988,female,0.79,Bulgaria1988,,"22,55,59,41,176",2688,Generation X,635500,5-14 years,5
Bulgaria,1989,male,122.41,Bulgaria1989,,"21,98,84,44,444",2617,G.I. Generation,174000,75+ years,213
Bulgaria,1989,male,39.67,Bulgaria1989,,"21,98,84,44,444",2617,G.I. Generation,869600,55-74 years,345
Bulgaria,1989,female,38.9,Bulgaria1989,,"21,98,84,44,444",2617,G.I. Generation,244200,75+ years,95
Bulgaria,1989,male,24.54,Bulgaria1989,,"21,98,84,44,444",2617,Silent,1177800,35-54 years,289
Bulgaria,1989,female,17.49,Bulgaria1989,,"21,98,84,44,444",2617,G.I. Generation,977600,55-74 years,171
Bulgaria,1989,male,17.15,Bulgaria1989,,"21,98,84,44,444",2617,Boomers,623900,25-34 years,107
Bulgaria,1989,male,10.89,Bulgaria1989,,"21,98,84,44,444",2617,Generation X,633700,15-24 years,69
Bulgaria,1989,female,6.94,Bulgaria1989,,"21,98,84,44,444",2617,Silent,1196400,35-54 years,83
Bulgaria,1989,female,6.43,Bulgaria1989,,"21,98,84,44,444",2617,Generation X,606700,15-24 years,39
Bulgaria,1989,female,4.56,Bulgaria1989,,"21,98,84,44,444",2617,Boomers,614200,25-34 years,28
Bulgaria,1989,male,2.73,Bulgaria1989,,"21,98,84,44,444",2617,Generation X,659300,5-14 years,18
Bulgaria,1989,female,0.48,Bulgaria1989,,"21,98,84,44,444",2617,Generation X,625800,5-14 years,3
Bulgaria,1990,male,97.1,Bulgaria1990,0.695,"20,63,20,90,909",2451,G.I. Generation,179200,75+ years,174
Bulgaria,1990,female,38.87,Bulgaria1990,0.695,"20,63,20,90,909",2451,G.I. Generation,252100,75+ years,98
Bulgaria,1990,male,33.66,Bulgaria1990,0.695,"20,63,20,90,909",2451,G.I. Generation,873400,55-74 years,294
